Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12788,History_Great_Empires:_Rome,DS,2009,Strategy,Black_Bean_Games,0.05,0,0,0,0.06
12789,The_King_of_Fighters_'96,NG,1996,Fighting,SNK,0,0,0.06,0,0.06
12790,Friends:_The_One_with_All_the_Trivia,PS2,2005,Misc,Warner_Bros._Interactive_Entertainment,0.03,0.02,0,0.01,0.06
12791,Mame_Goma_2:_Uchi_no_Ko_ga_Ichiban!,DS,2008,Simulation,Creative_Core,0,0,0.06,0,0.06
12792,Backyard_NFL_Football_'08,PS2,2007,Sports,Atari,0.03,0.02,0,0.01,0.06
12793,Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0,0.06
12794,Gunbird,SAT,1995,Shooter,Atlus,0,0,0.06,0,0.06
12795,Imagine:_Party_Planner,DS,2009,Simulation,Ubisoft,0.05,0,0,0,0.06
12796,Dream_C_Club_Portable,PSP,2010,Simulation,D3Publisher,0,0,0.06,0,0.06
12797,Tom_Clancy's_Rainbow_Six_3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06
12798,Elemental_Gearbolt,PS,1997,Shooter,Sony_Computer_Entertainment,0.03,0.02,0,0,0.06
12799,Space_Chimps,DS,2008,Platform,Brash_Entertainment,0.05,0,0,0,0.06
12800,Tony_Hawk's_Pro_Skater_5,PS3,2015,Sports,Activision,0.04,0,0,0.01,0.06
12801,WWF_Wrestlemania:_The_Arcade_Game,PS,1995,Fighting,Acclaim_Entertainment,0.03,0.02,0,0,0.06
12802,Handball_16,PS4,2015,Sports,Bigben_Interactive,0,0.05,0,0.01,0.06
12803,Cabela's_Big_Game_Hunter_2005_Adventures,GBA,2004,Sports,Activision,0.04,0.01,0,0,0.06
12804,Grand_Kingdom,PS4,2015,Role-Playing,Nippon_Ichi_Software,0.02,0,0.03,0,0.06
12805,Mega_Man_8_Anniversary_Collector's_Edition,SAT,1997,Platform,Capcom,0,0,0.06,0,0.06
12806,V-Rally_3,PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06
12807,Nobunaga_no_Yabou:_Souzou,PS4,2014,Strategy,Tecmo_Koei,0,0,0.06,0,0.06
12808,Whiplash,XB,2003,Racing,Eidos_Interactive,0.04,0.01,0,0,0.06
12809,GRID,DS,N/A,Racing,Codemasters,0.04,0.01,0,0,0.06
12810,Pro_Yakyuu_Famista_2011,3DS,2011,Sports,Namco_Bandai_Games,0,0,0.06,0,0.06
12811,Impact_Racing,PS,1996,Racing,JVC,0.03,0.02,0,0,0.06
12812,My_Horse_&_Me:_Riding_for_Gold,Wii,2008,Sports,Atari,0.04,0.02,0,0,0.06
12813,Sled_Shred_featuring_the_Jamaican_Bobsled_Team,Wii,2010,Sports,SouthPeak_Games,0.05,0,0,0,0.06
12814,Amazing_Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06
12815,SeaBlade,XB,2002,Shooter,TDK_Mediactive,0.04,0.01,0,0,0.06
12816,Jikkyou_Powerful_Pro_Yakyuu_DreamCast_Edition,DC,2000,Sports,Konami_Digital_Entertainment,0,0,0.06,0,0.06
12817,Carmen_Sandiego:_The_Secret_of_the_Stolen_Drums,PS2,2004,Action,BAM!_Entertainment,0.03,0.02,0,0.01,0.06
12818,Tokyo_Mono_Harashi:_Karasu_no_Mori_Gakuen_Kitan,PSP,2010,Role-Playing,Atlus,0,0,0.06,0,0.06
12819,Activision_Hits:_Remixed,PSP,2006,Misc,Activision,0.05,0,0,0,0.06
12820,Death_Jr._II:_Root_of_Evil,PSP,2006,Platform,Konami_Digital_Entertainment,0.05,0,0,0,0.06
12821,Hail_to_the_Chimp,X360,2008,Misc,Gamecock,0.05,0,0,0,0.06
12822,MotoGP_4_-_Official_Game_of_MotoGP,PS2,2005,Racing,Sony_Computer_Entertainment,0.03,0.02,0,0.01,0.06
12823,Legend_of_Kay,WiiU,2015,Action,Nordic_Games,0.03,0.02,0,0,0.05
12824,Kyoukai_Senjou_no_Horizon_Portable,PSP,2013,Adventure,Kadokawa_Shoten,0,0,0.05,0,0.05
12825,4_Elements,PC,2009,Puzzle,Mastertronic,0,0.04,0,0.01,0.05
12826,Shining_Force_III:_Scenario_2,SAT,1998,Strategy,Sega,0,0,0.05,0,0.05
12827,Captain_America:_Super_Soldier,DS,N/A,Action,Sega,0.05,0,0,0,0.05
12828,Airline_Tycoon_2,PC,2011,Simulation,Kalypso_Media,0,0.04,0,0.01,0.05
12829,Worms_World_Party,GBA,2002,Strategy,Ubisoft,0.04,0.01,0,0,0.05
12830,Medabots:_Metabee,GBA,2002,Role-Playing,Natsume,0.04,0.01,0,0,0.05
12831,Medal_of_Honor:_Airborne,PC,2007,Shooter,Electronic_Arts,0,0.04,0,0.01,0.05
12832,NHL_Legacy,X360,2015,Action,Electronic_Arts,0.05,0,0,0.01,0.05
12833,Final_Fight:_Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05
12834,Speed_Kings,XB,2003,Racing,Acclaim_Entertainment,0.04,0.01,0,0,0.05
12835,Drivers_Ed_Portable,DS,2008,Misc,JoWood_Productions,0.05,0,0,0,0.05
12836,Rebelstar:_Tactical_Command,GBA,2005,Strategy,Atari,0.04,0.01,0,0,0.05
12837,Kamen_Rider:_Battride_War_Genesis,PS4,2016,Action,Namco_Bandai_Games,0,0,0.05,0,0.05
12838,IL-2_Sturmovik:_Cliffs_of_Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05
12839,Gladiator:_Sword_of_Vengeance,XB,2003,Action,Acclaim_Entertainment,0.04,0.01,0,0,0.05
12840,Unsolved_Crimes,DS,2008,Adventure,Empire_Interactive,0.04,0.01,0,0,0.05
12841,Minna_to_Kimi_no_Piramekino!,DS,2010,Misc,Namco_Bandai_Games,0,0,0.05,0,0.05
12842,Virtua_Tennis_3,PSP,2007,Sports,Sega,0.02,0.03,0,0.01,0.05
12843,Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05
12844,Xiaolin_Showdown,DS,2006,Action,Konami_Digital_Entertainment,0.05,0,0,0,0.05
12845,NHL_Powerplay_98,PS,1997,Sports,Virgin_Interactive,0.03,0.02,0,0,0.05
12846,Olympic_Soccer:_Atlanta_1996,PS,1996,Sports,U.S._Gold,0.03,0.02,0,0,0.05
12847,Lernerfolg_Vorschule:_Capt'n_Sharky,DS,2009,Misc,Tivola,0,0.05,0,0.01,0.05
12848,Samurai_Dou_Portable,PSP,2008,Action,Spike,0,0,0.05,0,0.05
12849,Princess_on_Ice,DS,2008,Sports,505_Games,0.04,0.01,0,0,0.05
12850,Countdown:_The_Game,Wii,2009,Puzzle,Mindscape,0,0.05,0,0,0.05
12851,Phantasy_Star_Online_Episode_I_&_II_Plus,GC,2003,Role-Playing,Sega,0.04,0.01,0,0,0.05
12852,Samurai_Warriors_4:_Empires,PSV,2015,Action,Tecmo_Koei,0,0,0.05,0,0.05
12853,DuckTales:_Remastered,PS3,2013,Action,Capcom,0.01,0.04,0,0.01,0.05
12854,Front_Mission_2089:_Border_of_Madness,DS,2008,Strategy,Square_Enix,0,0,0.05,0,0.05
12855,Miracle_Girls_Festival,PSV,2015,Misc,Sega,0,0,0.05,0,0.05
12856,Dual_Hearts,PS2,2002,Role-Playing,Sony_Computer_Entertainment,0.03,0.02,0,0.01,0.05
12857,7_Wonders:_Treasures_of_Seven,DS,2011,Puzzle,Avanquest,0.02,0.03,0,0.01,0.05
12858,NFL_Quarterback_Club_2002,GC,2001,Sports,Acclaim_Entertainment,0.04,0.01,0,0,0.05
12859,Saki:_Zenkoku-hen,PSV,2015,Misc,Kaga_Create,0,0,0.05,0,0.05
12860,Mister_Slime,DS,2008,Action,SouthPeak_Games,0.05,0,0,0,0.05
12861,Shiren_the_Wanderer_5_Plus:_Fortune_Tower_and_the_Dice_of_Fate,PSV,2015,Action,Aksys_Games,0.01,0,0.04,0,0.05
12862,"Murder,_She_Wrote",PC,2009,Adventure,Focus_Home_Interactive,0,0.04,0,0.01,0.05
12863,Virtual_Villagers:_A_New_Home,DS,2010,Simulation,PQube,0.04,0.01,0,0,0.05
12864,Wing_Commander:_Prophecy,GBA,2003,Simulation,"Destination_Software,_Inc",0.04,0.01,0,0,0.05
12865,Marc_Ecko's_Getting_Up:_Contents_Under_Pressure,PS2,2006,Action,Atari,0.03,0.02,0,0.01,0.05
12866,Learn_Science,DS,2010,Misc,DreamCatcher_Interactive,0.05,0,0,0,0.05
12867,Sega_Soccer_Slam,XB,2002,Sports,Sega,0.04,0.01,0,0,0.05
12868,Hakuouki:_Reimeiroku,PS2,2010,Adventure,Idea_Factory,0,0,0.05,0,0.05
12869,Vertigo,Wii,2009,Strategy,Playlogic_Game_Factory,0.05,0,0,0,0.05
12870,Blood_Omen_2,GC,2002,Action,Eidos_Interactive,0.04,0.01,0,0,0.05
12871,NBA_2K17,X360,2016,Sports,Take-Two_Interactive,0.04,0,0,0.01,0.05
12872,Shin_Sangoku_Musou_5_Empires,PSP,2010,Action,Tecmo_Koei,0,0,0.05,0,0.05
12873,Front_Mission_Evolved,PC,2010,Shooter,Square_Enix,0.05,0,0,0,0.05
12874,Carve,XB,2004,Racing,Global_Star,0.04,0.01,0,0,0.05
12875,BlowOut,XB,2003,Shooter,Zoo_Digital_Publishing,0.04,0.01,0,0,0.05
12876,McDROID,PSP,2011,Strategy,Namco_Bandai_Games,0,0,0.05,0,0.05
12877,GachiTora!_Abarenbou_Kyoushi_in_High_School,PSP,2011,Action,Spike,0,0,0.05,0,0.05
12878,WTA_Tour_Tennis,PS2,2001,Sports,Konami_Digital_Entertainment,0.03,0.02,0,0.01,0.05
12879,Bottom_of_the_9th_'99,PS,1998,Sports,Konami_Digital_Entertainment,0.03,0.02,0,0,0.05
12880,Dynasty_Warriors_5,XB,2005,Action,Tecmo_Koei,0.04,0.01,0,0,0.05
12881,Reader_Rabbit_2nd_Grade,Wii,N/A,Misc,Unknown,0.05,0,0,0,0.05
12882,Famicom_Mini:_Dig_Dug,GBA,2004,Puzzle,Namco_Bandai_Games,0,0,0.05,0,0.05
12883,FIFA_Soccer_2003,GBA,2002,Sports,Electronic_Arts,0.04,0.01,0,0,0.05
12884,Naval_Ops:_Commander,PS2,2004,Simulation,Tecmo_Koei,0.03,0.02,0,0.01,0.05
12885,Adventure_Time:_Finn_&_Jake_Investigations,WiiU,2015,Action,Little_Orbit,0.03,0.02,0,0,0.05
12886,Defendin'_De_Penguin,Wii,2008,Strategy,Zushi_Games,0.05,0,0,0,0.05
12887,Bleach:_Blade_Battlers,PS2,2006,Fighting,Sony_Computer_Entertainment,0,0,0.05,0,0.05
12888,Rez,PS2,2001,Shooter,Sony_Computer_Entertainment,0.03,0.02,0,0.01,0.05
12889,Goosebumps:_The_Game,3DS,2015,Adventure,WayForward_Technologies,0.05,0,0,0.01,0.05
12890,MLB_SlugFest_2006,XB,2006,Sports,Midway_Games,0.04,0.01,0,0,0.05
12891,Rockin'_Pretty,DS,2009,Misc,Arc_System_Works,0.05,0,0,0,0.05
12892,Jake_Power:_Policeman,DS,2008,Adventure,Ubisoft,0.05,0,0,0,0.05
12893,Samurai_Warriors_4-II,PSV,2015,Action,Tecmo_Koei,0,0,0.05,0,0.05
12894,Jissen_Pachislot_Hisshouhou!_Hokuto_no_Ken_DS_SE,DS,2006,Misc,Sega,0,0,0.05,0,0.05
12895,UEFA_Euro_2004:_Portugal,XB,2004,Sports,Electronic_Arts,0.04,0.01,0,0,0.05
12896,Lufia:_The_Ruins_of_Lore,GBA,2002,Role-Playing,Taito,0.04,0.01,0,0,0.05
12897,Major_Minor's_Majestic_March,Wii,2009,Misc,Majesco_Entertainment,0.05,0,0,0,0.05
12898,Shaman_King:_Soul_Fight,GC,2003,Platform,Namco_Bandai_Games,0,0,0.05,0,0.05
12899,Samurai_Deeper_Kyo,PS,2002,Fighting,Namco_Bandai_Games,0,0,0.05,0,0.05
12900,Samantha_Swift_and_the_Hidden_Roses_of_Athena,DS,2010,Adventure,Unknown,0.04,0.01,0,0,0.05
12901,Dark_Souls_III,PC,2016,Role-Playing,Namco_Bandai_Games,0,0.05,0,0,0.05
12902,Medabots:_Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0,0,0.05
12903,Tom_Clancy's_HAWX_2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05
12904,Zapper:_One_Wicked_Cricket!,XB,2002,Platform,Infogrames,0.04,0.01,0,0,0.05
12905,Jirou_Akagawa:_Majotachi_no_Nemuri,SNES,1995,Adventure,Pack-In-Video,0,0,0.05,0,0.05
12906,Arcana_Heart_3,X360,2011,Fighting,PQube,0,0.03,0.02,0,0.05
12907,Bust-A-Bloc,PS2,2002,Puzzle,Midas_Interactive_Entertainment,0,0,0.05,0,0.05
12908,Sitting_Ducks,PS2,2003,Platform,LSP_Games,0.03,0.02,0,0.01,0.05
12909,Puyo_Puyo_7,Wii,2009,Puzzle,Sega,0,0,0.05,0,0.05
12910,Animal_Planet:_Vet_Collection,DS,2010,Simulation,Activision,0.05,0,0,0,0.05
12911,Imagine_Animal_Doctor_Care_Center,DS,2010,Simulation,Ubisoft,0.05,0,0,0,0.05
12912,Rugby_15,X360,2015,Sports,Bigben_Interactive,0,0.05,0,0,0.05
12913,NFL_Blitz_Pro,XB,2003,Sports,Midway_Games,0.04,0.01,0,0,0.05
12914,Major_League_Baseball_2K11,PSP,2011,Sports,Take-Two_Interactive,0.05,0,0,0,0.05
12915,Uta_no_Prince-Sama:_Music_3,PSV,2016,Action,Broccoli,0,0,0.05,0,0.05
12916,Pretty_Cure_All_Stars_Everyone_Gather_?_Let's_Dance!,Wii,2013,Misc,Namco_Bandai_Games,0,0,0.05,0,0.05
12917,Mountain_Bike_Adrenaline,PS2,N/A,Sports,Unknown,0.03,0.02,0,0.01,0.05
12918,New_Prince_of_Tennis:_Go_to_the_Top,3DS,2015,Action,FuRyu,0,0,0.05,0,0.05
12919,Zyuden_Sentai_Kyoryuger:_Game_de_Gaburincho!!,3DS,2013,Action,Namco_Bandai_Games,0,0,0.05,0,0.05
12920,Nobunaga's_Ambition:_Sphere_of_Influence,PSV,2014,Strategy,Tecmo_Koei,0,0,0.05,0,0.05
12921,Hi-Octane:_The_Track_Fights_Back!,PS,1995,Racing,Electronic_Arts,0.03,0.02,0,0,0.05
12922,Venetica,PC,2009,Role-Playing,DTP_Entertainment,0,0.04,0,0.01,0.05
12923,Black_Sigil:_Blade_of_the_Exiled,DS,2009,Role-Playing,Graffiti,0.05,0,0,0,0.05
12924,Tour_de_France_2011,X360,N/A,Racing,Focus_Home_Interactive,0,0.05,0,0.01,0.05
12925,Wakeboarding_Unleashed_Featuring_Shaun_Murray,XB,2003,Sports,Activision,0.04,0.01,0,0,0.05
12926,TrackMania_Turbo:_Build_to_Race,DS,2010,Racing,Ubisoft,0.03,0.02,0,0.01,0.05
12927,ZombiU,PS4,2016,Action,Ubisoft,0,0.04,0.01,0.01,0.05
12928,Domino_Rally,Wii,2007,Action,Nordcurrent,0.05,0,0,0,0.05
12929,Doraemon_2:_Nobita_no_Toizurando_Daibouken,SNES,1993,Role-Playing,Epoch,0,0,0.05,0,0.05
12930,Samurai_Champloo:_Sidetracked,PS2,2006,Action,Namco_Bandai_Games,0.03,0.02,0,0.01,0.05
12931,Drill_Dozer,GBA,N/A,Platform,Unknown,0.04,0.01,0,0,0.05
12932,Teenage_Mutant_Ninja_Turtles:_Mutants_in_Manhattan,PS3,2016,Action,Activision,0.01,0.03,0,0.01,0.05
12933,Katekyoo_Hitman_Reborn!_DS:_Shinuki_Max!_Vongola_Carnival!!,DS,2007,Action,Takara_Tomy,0,0,0.05,0,0.05
12934,Utawarerumono:_Futari_no_Hakuoro,PSV,2016,Misc,Aqua_Plus,0,0,0.05,0,0.05
12935,Chaos;Child,PSV,2015,Adventure,5pb,0,0,0.05,0,0.05
12936,Fatal_Fury:_Wild_Ambition,PS,1999,Fighting,SNK_Playmore,0.03,0.02,0,0,0.05
12937,Metal_Fight_Beyblade:_Bakugami_Susanoh_Shuurai!,DS,2010,Action,Hudson_Soft,0,0,0.05,0,0.05
12938,Dengeki_Gakuen_RPG:_Cross_of_Venus,DS,2009,Role-Playing,ASCII_Media_Works,0,0,0.05,0,0.05
12939,Judge_Dredd,PS,1997,Platform,Gremlin_Interactive_Ltd,0.03,0.02,0,0,0.05
12940,FIFA_17,PC,2016,Sports,Electronic_Arts,0,0.05,0,0,0.05
12941,Minna_no_Ennichi,3DS,2012,Action,Namco_Bandai_Games,0,0,0.05,0,0.05
12942,Winning_Post_8,PS3,2014,Racing,Tecmo_Koei,0,0,0.05,0,0.05
12943,King_Arthur,XB,2004,Action,Konami_Digital_Entertainment,0.04,0.01,0,0,0.05
12944,DoDonPachi_Resurrection,X360,2010,Shooter,Rising_Star_Games,0,0.05,0,0.01,0.05
12945,Bass_Rise,PS,1999,Sports,Namco_Bandai_Games,0.03,0.02,0,0,0.05
12946,UEFA_Champions_League_2006-2007,X360,2007,Sports,Electronic_Arts,0.04,0.01,0,0,0.05
12947,Dynamite_Headdy,GEN,1993,Platform,Sega,0,0,0.05,0,0.05
12948,Hunted:_The_Demon's_Forge,PC,2011,Action,Bethesda_Softworks,0.03,0.01,0,0.01,0.05
12949,Choujikuu_Yousai_Macross:_Do_You_Remember_Love,PS3,2012,Shooter,Namco_Bandai_Games,0,0,0.05,0,0.05
12950,Arcania:_Gothic_4,PS4,2015,Role-Playing,Nordic_Games,0.04,0,0,0.01,0.05
12951,Persona_2:_Eternal_Punishment,PSP,2012,Role-Playing,Atlus,0,0,0.05,0,0.05
12952,Dragon's_Lair_3D:_Return_to_the_Lair,XB,2002,Platform,Ubisoft,0.04,0.01,0,0,0.05
12953,Growlanser:_Heritage_of_War_(jp_sales),PS2,2006,Role-Playing,Rising_Star_Games,0,0,0.05,0,0.05
12954,The_Bureau:_XCOM_Declassified,PC,2013,Shooter,Take-Two_Interactive,0,0.05,0,0.01,0.05
12955,Myst_IV:_Revelation,XB,2005,Adventure,Ubisoft,0.04,0.01,0,0,0.05
12956,Culdcept_Revolt,3DS,2016,Strategy,Nintendo,0,0,0.05,0,0.05
12957,Sushi_Go-Round,Wii,2010,Simulation,Asylum_Entertainment,0.05,0,0,0,0.05
12958,Pachinko_Wars_II,SNES,1993,Misc,Coconuts_Japan,0,0,0.05,0,0.05
12959,Myth_Makers:_Orbs_of_Doom,Wii,2007,Puzzle,Popcorn_Arcade,0.05,0,0,0,0.05
12960,Toy_Soldiers:_War_Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01,0.05
12961,The_Nightmare_of_Druaga:_Fushigino_Dungeon,PS2,2004,Role-Playing,Arika,0.03,0.02,0,0.01,0.05
12962,Omega_Labyrinth,PSV,2015,Role-Playing,D3Publisher,0,0,0.05,0,0.05
12963,Air_Conflicts:_Aces_of_World_War_II,PSP,2009,Simulation,Graffiti,0.05,0,0,0,0.05
12964,Cities_in_Motion,PC,2011,Simulation,Paradox_Interactive,0,0.04,0,0.01,0.05
12965,Aliens_in_the_Attic,DS,2009,Action,Playlogic_Game_Factory,0.05,0,0,0,0.05
12966,Virtua_Striker_2002,GC,2002,Sports,Sega,0.01,0,0.03,0,0.05
12967,Kamen_Rider:_Dragon_Knight,DS,2009,Fighting,D3Publisher,0.05,0,0,0,0.05
12968,Code_Lyoko,DS,2007,Action,Game_Factory,0.03,0.01,0,0,0.05
12969,Taito_Legends_Power_Up,PSP,2007,Action,Destineer,0.05,0,0,0,0.05
12970,Fate/Unlimited_Codes_Portable,PSP,2009,Fighting,Capcom,0,0,0.05,0,0.05
12971,Metal_Slug_Anthology,PSP,2007,Shooter,Ignition_Entertainment,0.02,0,0.02,0.01,0.05
12972,Tenchu:_Dark_Secret,DS,2006,Action,From_Software,0.03,0,0.01,0,0.05
12973,Game_no_Kanzume_Vol_2,SCD,1994,Misc,Sega,0,0,0.05,0,0.05
12974,Disney's_PK:_Out_of_the_Shadows,GC,2002,Platform,Ubisoft,0.04,0.01,0,0,0.05
12975,Zoo_Quest:_Puzzle_Fun!,DS,2008,Puzzle,JoWood_Productions,0.05,0,0,0,0.05
12976,JoJo_no_Kimy?_na_B?ken_Fantomu_Buraddo,PS2,2006,Action,Namco_Bandai_Games,0,0,0.05,0,0.05
12977,The_Idolmaster_2,X360,2011,Simulation,Namco_Bandai_Games,0,0,0.05,0,0.05
12978,PQ2:_Practical_Intelligence_Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0,0,0,0.05
12979,Mr_Bean's_Wacky_World_of_Wii,Wii,2009,Adventure,Blast!_Entertainment_Ltd,0,0.05,0,0,0.05
12980,Powerdrome,PS2,2004,Racing,Evolved_Games,0.03,0.02,0,0.01,0.05
12981,Dreamer_Series:_Puppy_Trainer,DS,2008,Simulation,DreamCatcher_Interactive,0.05,0,0,0,0.05
12982,Pro_Yakyuu_Spirits_5_Kanzenban,PS2,2008,Sports,Konami_Digital_Entertainment,0,0,0.05,0,0.05
12983,Tsumiki:_Block_Drop_Mania,DS,2007,Action,Nobilis,0.05,0,0,0,0.05
12984,Shin_Sangoku_Musou_5_Special,PSP,2009,Action,Tecmo_Koei,0,0,0.05,0,0.05
12985,Pony_Friends:_Mini_Breeds_Edition,DS,2008,Simulation,Eidos_Interactive,0.05,0,0,0,0.05
12986,Otogi_2:_Immortal_Warriors,XB,2003,Action,Sega,0.04,0.01,0,0,0.05
12987,Legend_of_Kay,PS2,2005,Action,JoWood_Productions,0.03,0.02,0,0.01,0.05
12988,Piglet's_Big_Game,GC,2003,Platform,Gotham_Games,0.04,0.01,0,0,0.05
12989,Dead_or_Alive_Xtreme_3:_Fortune,PS4,2016,Sports,Tecmo_Koei,0,0,0.05,0,0.05
12990,Ivy_the_Kiwi?,DS,2010,Puzzle,Rising_Star_Games,0.04,0,0,0,0.05
12991,Fallout:_Brotherhood_of_Steel,XB,2004,Role-Playing,Avalon_Interactive,0.04,0.01,0,0,0.05
12992,Strawberry_Shortcake:_Strawberryland_Games,DS,2006,Action,Game_Factory,0.05,0,0,0,0.05
12993,Koi_to_Senkyo_to_Chocolate_Portable,PSP,2012,Adventure,Kadokawa_Shoten,0,0,0.05,0,0.05
12994,IndyCar_Series,XB,2003,Racing,Codemasters,0.04,0.01,0,0,0.05
12995,Hysteria_Hospital:_Emergency_Ward,Wii,2009,Action,Oxygen_Interactive,0.05,0,0,0,0.05
12996,Dokapon_Journey,DS,2008,Role-Playing,Sting,0.05,0,0,0,0.05
12997,Ultra_Bust-A-Move,XB,2004,Puzzle,505_Games,0.04,0.01,0,0,0.05
12998,Rally_Fusion:_Race_of_Champions,XB,2002,Racing,Activision,0.04,0.01,0,0,0.05
12999,Piglet's_Big_Game,GBA,2003,Platform,THQ,0.04,0.01,0,0,0.05
13000,Lucha_Libre_AAA:_Heroes_del_Ring,X360,2010,Fighting,Konami_Digital_Entertainment,0.05,0,0,0,0.05
13001,Pony_Friends,DS,2007,Simulation,Eidos_Interactive,0,0.05,0,0.01,0.05
13002,Natural_Doctrine,PS3,2014,Role-Playing,Nippon_Ichi_Software,0.03,0.01,0.01,0.01,0.05
13003,Pinball_Hall_of_Fame:_The_Gottlieb_Collection,GC,2005,Misc,Crave_Entertainment,0.04,0.01,0,0,0.05
13004,Ferrari_F355_Challenge,PS2,2002,Racing,Sony_Computer_Entertainment,0.03,0.02,0,0.01,0.05
13005,MorphX,X360,2010,Shooter,505_Games,0.05,0,0,0,0.05
13006,Stranger_of_Sword_City,PSV,2015,Role-Playing,Nippon_Ichi_Software,0.02,0.02,0,0.01,0.05
13007,Air_Traffic_Chaos,DS,2007,Simulation,Ertain,0.05,0,0,0,0.05
13008,Battleship_/_Connect_Four_/_Sorry!_/_Trouble,DS,2006,Puzzle,"Destination_Software,_Inc",0.05,0,0,0,0.05
13009,Prism:_Light_the_Way,DS,2007,Puzzle,Eidos_Interactive,0.05,0,0,0,0.05
13010,Tiny_Toon_Adventures:_Toonenstein_-_Dare_to_Scare,PS,1998,Action,Swing!_Entertainment,0.03,0.02,0,0,0.05
13011,TV_Anime:_Fairy_Tale_Gekitou!_Madoushi_Kessen,DS,2010,Fighting,Hudson_Soft,0,0,0.05,0,0.05
13012,Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0,0.01,0.05
13013,RPG_Tsukuru_DS,DS,2010,Role-Playing,Enterbrain,0,0,0.05,0,0.05
13014,WRC_5:_FIA_World_Rally_Championship,PS4,2015,Sports,Bigben_Interactive,0,0.04,0,0.01,0.05
13015,Earth_Defense_Force_4.1:_The_Shadow_of_New_Despair,PS4,2015,Shooter,Xseed_Games,0.02,0.02,0,0.01,0.05
13016,The_BIGS_2,DS,2009,Sports,Take-Two_Interactive,0.05,0,0,0,0.05
13017,Dramatic_Dungeon:_Sakura_Wars_-_Kimi_Arugatame,DS,2008,Role-Playing,Sega,0,0,0.05,0,0.05
13018,TNA_iMPACT:_Cross_the_Line,PSP,2010,Fighting,SouthPeak_Games,0.05,0,0,0,0.05
13019,SpongeBob:_HeroPants,PSV,2015,Platform,Activision,0.03,0.01,0,0.01,0.05
13020,Lagoon,SNES,1991,Role-Playing,Kemco,0,0,0.05,0,0.05
13021,Nanostray_2,DS,2008,Shooter,Codemasters,0.03,0.01,0,0,0.05
13022,Project_Setsuna,PSV,2016,Role-Playing,Square_Enix,0,0,0.05,0,0.05
13023,Microsoft_Flight_Simulator_X_Acceleration_Expansion_Pack,PC,2007,Simulation,Microsoft_Game_Studios,0,0.04,0,0.01,0.05
13024,Trick_x_Logic:_Season_1,PSP,2010,Adventure,Sony_Computer_Entertainment,0,0,0.05,0,0.05
13025,Mortal_Kombat_X,PC,2015,Fighting,Warner_Bros._Interactive_Entertainment,0.01,0.04,0,0,0.05
13026,Mawashite_Tsunageru_Touch_Panic,DS,2006,Puzzle,Nintendo,0,0,0.05,0,0.05
13027,Luminous_Arc_Infinity,PSV,2015,Action,Marvel_Entertainment,0,0,0.05,0,0.05
13028,Monster!_Bass_Fishing,GBA,2003,Sports,Ignition_Entertainment,0.04,0.01,0,0,0.05
13029,Sigma_Star_Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0,0,0.05
13030,Winning_Post_7_2010,PSP,2010,Sports,Tecmo_Koei,0,0,0.05,0,0.05
13031,Assetto_Corsa,PS4,2016,Racing,505_Games,0,0.04,0,0.01,0.05
13032,Batman:_Gotham_City_Racer,PS,2001,Racing,Ubisoft,0.03,0.02,0,0,0.05
13033,Sengoku_Basara_X,PS2,2008,Fighting,Capcom,0,0,0.05,0,0.05
13034,Plants_vs._Zombies,PC,2009,Strategy,PopCap_Games,0,0.04,0,0.01,0.05
13035,Top_Spin_2,DS,2006,Sports,Take-Two_Interactive,0.05,0,0,0,0.05
13036,Doraemon:_Nobita_no_Kyouryuu_2006_DS,DS,2006,Role-Playing,Sega,0,0,0.05,0,0.05
13037,Ontamarama,DS,2007,Action,Atlus,0.05,0,0,0,0.05
13038,Hakuoki:_Stories_of_the_Shinsengumi,PS3,2010,Adventure,Idea_Factory,0.02,0,0.03,0,0.05
13039,DokiDoki_Majo_Shinpan!,DS,2007,Adventure,SNK_Playmore,0,0,0.05,0,0.05
13040,Star_Wars:_Republic_Commando,PC,2005,Shooter,LucasArts,0,0.04,0,0.01,0.05
13041,Starry_?_Sky:_In_Spring,PSP,2010,Misc,Asgard,0,0,0.05,0,0.05
13042,FIFA_Soccer_2004,GBA,2003,Sports,Electronic_Arts,0.04,0.01,0,0,0.05
13043,Armored_Core:_Formula_Front_Extreme_Battle,PSP,2004,Simulation,505_Games,0.05,0,0,0,0.05
13044,Downforce,PS2,2002,Racing,Avalon_Interactive,0.03,0.02,0,0.01,0.05
